0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
20019,,"STP, PURI AT
MANGALAGHAT",ODISHA,-,,,-,,,,,,,,,7,,,8,,,7.3,,,7.5,,,4.5,,,5.3,,,-,,,-,,,13000,,,54000,,,54000,,,160000,,,,,,,,,
20020,,"WASTEWATER OF
TALCHER",ODISHA,-,,,-,,,0.3,,,0.3,,,7,,,8,,,6.7,,,8.0,,,5.5,,,150.0,,,0.32,,,0.32,,,2,,,160000,,,130,,,160000,,,,,,,,,
20018,,"STP, CUTTACK AT
MATTAGAJPUR",ODISHA,-,,,-,,,-,,,-,,,7,,,8,,,6.7,,,7.6,,,9.3,,,185.0,,,-,,,-,,,4900,,,160000,,,11000,,,160000,,,,,,,,,
20021,,JALANDHAR,PUNJAB,-,,,-,,,-,,,-,,,8,,,9,,,8.4,,,8.8,,,10.0,,,18.0,,,-,,,-,,,2,,,1700,,,-,,,-,,,,,,,,,
20025,,PHAGWARA,PUNJAB,-,,,-,,,-,,,-,,,7,,,8,,,6.8,,,8.0,,,8.0,,,135.0,,,-,,,-,,,200,,,3500000,,,-,,,-,,,,,,,,,
20026,,PHILLAUR,PUNJAB,-,,,-,,,-,,,-,,,6,,,8,,,5.9,,,8.1,,,12.0,,,92.0,,,-,,,-,,,2,,,130000,,,2,,,2,,,,,,,,,
20028,,SULTANPUR LODHI,PUNJAB,-,,,-,,,-,,,-,,,7,,,8,,,7.1,,,7.7,,,95.0,,,215.0,,,-,,,-,,,9200000,,,24000000,,,-,,,-,,,,,,,,,
20022,,"LUDHIANA-1,
BHATTIAN",PUNJAB,-,,,-,,,-,,,-,,,7,,,8,,,7.2,,,7.6,,,16.0,,,28.0,,,-,,,-,,,1400,,,47000,,,-,,,-,,,,,,,,,
20023,,"LUDHIANA-2,
BALLOKE",PUNJAB,-,,,-,,,-,,,-,,,7,,,7,,,7.0,,,7.0,,,28.0,,,28.0,,,-,,,-,,,2500,,,2500,,,-,,,-,,,,,,,,,
20024,,"LUDHIANA-3,
JAMALPUR",PUNJAB,-,,,-,,,-,,,-,,,7,,,7,,,7.4,,,7.4,,,30.0,,,30.0,,,-,,,-,,,2300,,,2300,,,-,,,-,,,,,,,,,
20038,,ERODE-2,TAMIL NADU,26,,,30,,,-,,,-,,,7,,,10,,,7.4,,,9.8,,,3.0,,,13.0,,,-,,,-,,,2,,,78,,,45,,,230,,,,,,,,,
20043,,"TIRCHIRAPPALLLI-
SRIRANGAM",TAMIL NADU,31,,,31,,,-,,,-,,,7,,,7,,,6.5,,,7.3,,,8.0,,,37.0,,,-,,,-,,,2,,,68,,,20,,,240,,,,,,,,,
20044,,THANJAVUR,TAMIL NADU,26,,,30,,,0.3,,,0.3,,,7,,,8,,,7.1,,,8.0,,,4.0,,,26.0,,,-,,,-,,,2,,,170,,,40,,,790,,,,,,,,,
20041,,KARUR,TAMIL NADU,26,,,32,,,0.3,,,0.3,,,7,,,8,,,7.0,,,7.6,,,4.0,,,19.0,,,-,,,-,,,2,,,2,,,61,,,460,,,,,,,,,
20032,,"CHENNAI-1
NESAPAKKAM
(ZONE-IV)",TAMIL NADU,28,,,28,,,-,,,-,,,8,,,8,,,7.5,,,7.5,,,10.0,,,10.0,,,-,,,-,,,40,,,40,,,140,,,140,,,,,,,,,
20034,,"CHENNAI-
3KODUNGAIYUR
(ZONE I&II)",TAMIL NADU,27,,,32,,,0.3,,,6,,,7,,,8,,,6.5,,,7.9,,,1.0,,,81.0,,,0.32,,,3.19,,,110,,,3300,,,320,,,9400,,,,,,,,,
20035,,"CHENNAI-4
KOYAMBEDU (ZONE-
III)",TAMIL NADU,30,,,34,,,0.3,,,6,,,7,,,7,,,6.8,,,7.3,,,2.0,,,252.0,,,0.32,,,2.76,,,170,,,4600,,,330,,,8400,,,,,,,,,
,Water Quality Data of STP under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name Of
Monitoring
Location",State Name,Temperature,,,,,,,Dissolved,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
20042,,MAYILADUTHURAI,TAMIL NADU,24,,,29,,,0.3,,,6.6,,,7,,,8,,,6.8,,,8.1,,,1.0,,,72.0,,,0.32,,,2.92,,,23,,,1400,,,79,,,3500,,,,,,,,,
20045,,TIRUNELVELI,TAMIL NADU,26,,,34,,,0.3,,,7.4,,,7,,,8,,,6.9,,,7.6,,,1.0,,,96.0,,,0.32,,,2.68,,,1100,,,4900,,,2800,,,9400,,,,,,,,,
20047,,KUMBAKONAM,TAMIL NADU,26,,,32,,,0.3,,,6.9,,,7,,,8,,,6.5,,,7.6,,,10.0,,,65.0,,,0.33,,,1.61,,,140,,,4300,,,700,,,7900,,,,,,,,,
20033,,"CHENNAI-2
PERUNGADI(ZONE-V)",TAMIL NADU,-,,,-,,,-,,,-,,,7,,,8,,,6.8,,,8.4,,,2.3,,,30.0,,,-,,,-,,,1600,,,21000,,,11000,,,58000,,,,,,,,,
20036,,BHAWANI,TAMIL NADU,26,,,32,,,0.3,,,7.2,,,7,,,8,,,6.6,,,7.6,,,9.0,,,145.0,,,0.32,,,2.4,,,2,,,7900,,,20,,,13000,,,,,,,,,
20048,,SWARG ASHRAM - 1,UTTARAKHAND,12,,,29,,,9,,,10.2,,,7,,,8,,,7.1,,,8.3,,,1.0,,,1.4,,,0.32,,,2.1,,,14,,,26,,,34,,,48,,,,,,,,,
20049,,"LAKKAR GHAT-
OXIDATION PONDS",UTTARAKHAND,14,,,26,,,8.8,,,9.8,,,7,,,8,,,7.1,,,8.3,,,1.0,,,1.6,,,0.32,,,1.3,,,2,,,58,,,2,,,70,,,,,,,,,
20050,,JAGJITPUR,UTTARAKHAND,14,,,26.8,,,8.2,,,10.5,,,7,,,9,,,7.0,,,8.5,,,1.0,,,2.2,,,0.3,,,0.42,,,48,,,84,,,84,,,140,,,,,,,,,
,Water Quality Data of WTP under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""STN
Code""",,Name Of Monitoring Location,"State
Name",Temperature,,,,,,"Dissolved
O2 (mg/L)",,,,,,pH,,,,,,"Conductivity
(µmhos/cm)",,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N
(mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
3043,,"WATER WORKS- CHANDRAVAL, DELHI",DELHI,32,,,32,,,17.0,,,17.0,,,7.4,,,8.8,,,811,,,811,,,9.1,,,9.1,,,0.30,,,0.32,,,110,,,110,,,490,,,490,,,,,,,,,
3042,,"WATER WORKS- SONIA VIHAR, DELHI",DELHI,-,,,-,,,7.5,,,7.5,,,7.4,,,7.6,,,185,,,185,,,1.0,,,1.0,,,0.42,,,0.76,,,2700,,,2700,,,24000,,,24000,,,,,,,,,
3041,,"WATER WORKS- WAZIRABAD, DELHI",DELHI,-,,,-,,,17.0,,,17.0,,,7.4,,,8.8,,,811,,,811,,,9.1,,,9.1,,,0.30,,,0.32,,,110,,,110,,,490,,,490,,,,,,,,,
3044,,"WATER WORKS- NANGLOI, DELHI",DELHI,-,,,-,,,6.2,,,6.2,,,7.5,,,7.8,,,211,,,211,,,1.1,,,1.1,,,0.30,,,0.72,,,170,,,170,,,2400,,,2400,,,,,,,,,
3045,,"WATER WORKS- HAIDERPUR, DELHI",DELHI,32,,,32,,,8.3,,,8.3,,,7.5,,,7.8,,,252,,,252,,,1.7,,,1.7,,,0.30,,,0.62,,,7900,,,7900,,,17000,,,17000,,,,,,,,,
3046,,"WATER WORKS- DWARKA, DELHI",DELHI,-,,,-,,,-,,,-,,,7.5,,,7.5,,,-,,,-,,,-,,,-,,,0.30,,,0.30,,,-,,,-,,,-,,,-,,,,,,,,,
3047,,WATER WORKS- GURGAON,HARYANA,3,,,26,,,6.1,,,7.0,,,7.1,,,7.2,,,690,,,960,,,-,,,-,,,-,,,-,,,140,,,190,,,1800,,,2600,,,,,,,,,
4861,,"NEAR HUDA/ HSVP WATER WORKS,
BASAI, GURUGRAM",HARYANA,16,,,26,,,4.6,,,5.1,,,7.4,,,7.7,,,590,,,930,,,1.0,,,1.0,,,-,,,-,,,2,,,2,,,2,,,2,,,,,,,,,
3048,,WATER WORKS- FARIDABAD,HARYANA,20,,,20,,,9.3,,,10.1,,,7.3,,,7.42,,,172,,,194,,,1.0,,,1.0,,,0.30,,,0.30,,,2,,,2,,,2,,,2,,,,,,,,,
3050,,WATER WORKS- GHAZIABAD,"UTTAR
PRADESH",3,,,24,,,6.1,,,6.9,,,7.1,,,7.3,,,615,,,840,,,-,,,-,,,-,,,-,,,110,,,160,,,1700,,,2200,,,,,,,,,
,Water Quality Data of STP under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,"Dissolved
O2 (mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,Nitrate N +,,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,Fecal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,Streptococci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/L),,,,,,,,(MPN/100ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,Max,Min,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20004,,"STP AT
RAJAHMUNDRY",STP,"ANDHRA
PRADESH",28,28,6.2,8.0,6.7,8.2,826,1615,8.0,72.0,1.80,,4.08,,7,21,150,1100,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20013,,PANAJI STP AT TONCA,STP,GOA,28,29,-,-,5.5,8.5,-,-,6.0,500.0,-,,-,,2,5400000,2,9200000,2,,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20015,,"AHMEDABAD-1
BENRAMPURAPIRANA
ROAD, AHMEDABAD",STP,GUJARAT,26,35,-,-,7.4,8.2,-,-,13.0,33.0,-,,-,,920,1600,1600,1600,1600,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20016,,"AHMEDABAD-2 NAROL
SARKHEJ HIGHWAYNR. 35
MLD STP, NAROL-SARKHEJ
HIGHWAY, VASNA
AHMEDABAD",STP,GUJARAT,26,35,-,-,7.0,7.9,-,-,18.0,67.0,-,,-,,1600,1600,1600,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20017,,"STP NEAR PAMBA AT
PATHANAMTHITTA KERALA",STP,KERALA,-,-,-,-,7.8,8.9,-,-,48.0,230.0,-,,-,,-,-,432,432,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20018,,"STP, CUTTACK AT
MATTAGAJPUR",STP,ODISHA,-,-,-,-,6.9,7.6,-,-,1.2,60.0,-,,-,,2,160000,2,160000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20019,,"STP, PURI AT
MANGALAGHAT",STP,ODISHA,-,-,0.3,0.3,6.8,7.7,-,-,5.9,195.0,-,,-,,2,160000,2,160000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020,,WASTEWATER OF TALCHER,STP,ODISHA,-,-,-,-,6.5,7.4,-,-,3.8,145.0,-,,-,,13,160000,49,160000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021,,JALANDHAR,STP,PUNJAB,-,-,-,-,6.9,6.9,-,-,14.0,14.0,-,,-,,3300,3300,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20022,,"LUDHIANA-1, BHATTIAN",STP,PUNJAB,-,-,-,-,6.8,7.7,-,-,12.0,148.0,-,,-,,93,280000,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20023,,"LUDHIANA-2, BALLOKE",STP,PUNJAB,-,-,-,-,6.7,7.9,-,-,16.0,185.0,-,,-,,2,540000,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20024,,"LUDHIANA-3, JAMALPUR",STP,PUNJAB,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20025,,PHAGWARA,STP,PUNJAB,-,-,-,-,7.1,7.7,-,-,17.0,28.0,-,,-,,540,2200,780,930,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20026,,PHILLAUR,STP,PUNJAB,-,-,-,-,7.1,11.9,-,-,6.0,25.0,-,,-,,2,1700,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,,KAPURTHALA,STP,PUNJAB,-,-,-,-,7.1,7.6,-,-,18.0,28.0,-,,-,,630,840,700,840,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20028,,SULTANPUR LODHI,STP,PUNJAB,-,-,-,-,6.9,8.5,-,-,20.0,30.0,-,,-,,830,14000,940,1200,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032,,"CHENNAI-1 NESAPAKKAM
(ZONE-IV)",STP,"TAMIL
NADU",25,31,0.3,0.3,7.4,9.6,-,-,2.0,10.0,-,,-,,2,110,40,680,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20033,,"CHENNAI-2
PERUNGADI(ZONE-V)",STP,"TAMIL
NADU",25,33,0.3,0.3,6.1,7.8,-,-,3.0,120.0,170.00,,170.00,,2,1300,18,3500,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20034,,"CHENNAI-3KODUNGAIYUR
(ZONE I&II)",STP,"TAMIL
NADU",25,32,0.3,0.3,6.2,8.1,-,-,4.0,20.0,-,,-,,2,93,61,460,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20035,,"CHENNAI-4 KOYAMBEDU
(ZONE-III)",STP,"TAMIL
NADU",25,32,-,-,6.2,7.5,-,-,3.0,13.0,-,,-,,2,78,78,680,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20038,,ERODE-2,STP,"TAMIL
NADU",23,36,0.3,6.3,5.6,8.4,604,1779,1.0,240.0,0.32,,7.56,,68,7000,210,11000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of STP under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,"Dissolved
O2 (mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,Nitrate N +,,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,Fecal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,Streptococci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/L),,,,,,,,(MPN/100ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,Max,Min,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,,KARUR,STP,"TAMIL
NADU",25,33,0.3,4.1,5.3,9.0,1073,2180,10.2,1050.0,0.32,,6.51,,330,6300,790,12000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20042,,MAYILADUTHURAI,STP,"TAMIL
NADU",20,34,0.3,4.7,6.0,8.0,963,1561,10.0,83.0,0.32,,9.67,,3,4900,24,9400,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20043,,"TIRCHIRAPPALLLI-
SRIRANGAM",STP,"TAMIL
NADU",29,35,0.3,0.3,7.3,8.2,1055,1576,14.0,28.0,0.54,,18.66,,110,4900,790,14000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20044,,THANJAVUR,STP,"TAMIL
NADU",29,36,0.3,0.3,7.0,8.0,140,1662,14.0,28.0,0.32,,21.50,,81,4900,580,11000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,,TIRUNELVELI,STP,"TAMIL
NADU",-,-,0.3,0.3,7.1,8.5,782,816,9.0,49.0,-,,-,,10,7000,20,21000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,,MADURAI,STP,"TAMIL
NADU",27,29,0.3,4.5,6.5,7.2,242,242,6.0,90.0,1.23,,5.48,,14,49000,22,79000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,,KUMBAKONAM,STP,"TAMIL
NADU",27,33,0.3,0.3,7.1,7.9,1050,1674,18.0,62.0,0.32,,22.00,,56,6300,330,14000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,,"AMBERPET STP (339 MLD) -
OUTLET , AMBERPET
(V&M), HYDERABAD",STP,"TELANGA
NA",28,30,3.2,4.9,6.6,8.6,1273,1720,6.0,28.0,-,,-,,2,17,2,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,,"LANGARHOUSE STP (1.25
MLD) - OUTLET,
GOLCONDA (V&M)
,HYDERABAD",STP,"TELANGA
NA",28,31,2.7,5.2,7.3,9.0,1151,2662,7.0,29.0,-,,-,,2,21,2,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,,"NAGOLE STP (172 MLD)-
OUTLET,
NAGOLE,RANGAREDDY",STP,"TELANGA
NA",27,31,3.6,4.9,7.1,8.5,858,1638,7.0,26.0,-,,-,,2,32,11,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,,"KHAIRATABAD STP (20
MLD) - OUTLET, NEAR RAJ
NAGAR, KHARITABAD ,
HYDERABAD",STP,"TELANGA
NA",29,31,2.8,6.6,6.7,8.5,748,1403,4.0,19.0,-,,-,,2,13,32,920,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,,"SAFILGUDA STP (0.6 MLD) -
OUTLET,
SAFILGUDA,MEDCHAL",STP,"TELANGA
NA",29,32,2.8,4.2,7.2,8.1,1308,2836,7.0,29.0,-,,-,,2,70,140,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,,"DURGAM STP (5 MLD) -
OUTLET, RAIDURG (V),
SERILINGAMPALLY (M),
RANGAREDDY (D)",STP,"TELANGA
NA",28,32,2.3,4.9,7.0,8.2,1091,1891,10.0,28.0,-,,-,,2,26,84,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,,"NALLACHERUVU STP (30
MLD) - OUTLET, UPPAL,
RANGAREDDY",STP,"TELANGA
NA",27,31,3.4,4.8,7.2,8.6,1006,1820,8.0,26.0,-,,-,,2,26,94,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,,"SAROORNAGAR STP (2.5
MLD) - OUTLET,
SAROORNAGAR (V & M),
RANGAREDDY DISTRICT",STP,"TELANGA
NA",26,31,3.4,5.4,6.5,7.9,1185,1720,3.0,22.0,-,,-,,2,17,33,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of STP under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body","State
Name","Temperature
(°C)",,"Dissolved
O2 (mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,Nitrate N +,,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,Fecal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Nitrite N,,,,,,,,Streptococci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/L),,,,,,,,(MPN/100ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,Max,Min,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,,"DRAIN AFTER STP AT
SWARG ASHRAM",STP,"UTTARAK
HAND",11,24,4.8,10.6,6.6,7.9,81,503,1.0,10.0,0.32,,0.40,,10,3900,34,16000,2,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,,"DRAIN AFTER STP AT
LAKKARGHAT",STP,"UTTARAK
HAND",13,25,5.0,10.0,6.6,8.1,174,609,1.2,9.6,0.32,,0.40,,15,35000,38,54000,2,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,,"DRAIN AFTER STP AT
JAGJITPUR",STP,"UTTARAK
HAND",15,33,3.4,10.0,6.4,8.4,151,1082,1.4,6.0,0.32,,2.90,,21,84,70,120,10,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of WTP under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,Type Water Body,"State
Name","Temperature
(°C)",,"Dissolved
O2 (mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,Nitrate N +,,,,Fecal,,,,Total,,,,Fecal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Nitrite N,,,,Coliform,,,,Coliform,,,,Streptococci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/L),,,,(MPN/100ml),,,,(MPN/100ml),,,,(MPN/100ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,,Max,,Min,,Max,,Min,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,,"WATER WORKS- SONIA
VIHAR, DELHI","WATER TREATMENT
PLANT (RAW WATER)",DELHI,-,-,-,-,7.0,7.7,-,-,-,-,0.30,,0.49,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,,"WATER WORKS-
CHANDRAVAL, DELHI","WATER TREATMENT
PLANT (RAW WATER)",DELHI,-,-,-,-,6.4,7.3,-,-,-,-,0.30,,0.49,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,,"WATER WORKS-
NANGLOI, DELHI","WATER TREATMENT
PLANT (RAW WATER)",DELHI,-,-,-,-,6.8,8.0,-,-,-,-,0.30,,0.64,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,,"WATER WORKS-
HAIDERPUR, DELHI","WATER TREATMENT
PLANT (RAW WATER)",DELHI,-,-,-,-,7.0,7.8,-,-,-,-,0.30,,0.90,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,,"WATER WORKS-
DWARKA, DELHI","WATER TREATMENT
PLANT (RAW WATER)",DELHI,-,-,-,-,7.0,7.8,-,-,-,-,0.30,,0.60,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,,"NEAR HUDA/ HSVP
WATER WORKS, BASAI,
GURUGRAM","WATER TREATMENT
PLANT",HARYANA,4,35,7.0,7.3,7.0,7.3,850,1030,-,-,-,,-,,60,,140,,760,,2400,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,,"WATER WORKS-
GURGAON","WATER TREATMENT
PLANT (RAW WATER)",HARYANA,5,38,6.8,7.2,6.8,7.3,960,1260,-,-,-,,-,,90,,240,,2600,,3600,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,,"WATER WORKS-
FARIDABAD","WATER TREATMENT
PLANT (RAW WATER)",HARYANA,18,28,5.2,6.4,7.1,7.5,990,1040,1.0,1.0,-,,-,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,,"WATER WORKS-
GHAZIABAD","WATER TREATMENT
PLANT (RAW WATER)","UTTAR
PRADESH",17,23,9.8,10.6,7.2,7.6,110,183,1.0,1.0,0.30,,0.32,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,,"TEKI DRAIN AT TALLAREVU,
TALLAREVU (V & M), BEFORE
JOINING CORINGA WILDLIFE
SANCTUARY",DRAIN,"ANDHRA
PRADESH",25,26,2.0,6.1,7.2,8.4,418,9680,3.2,6.4,0.83,,2.98,,7,28,120,1100,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,,"GUNTATHIPPA DRAIN B/C
WITH RIVES CANAL AT
RAMAVARAPPADU,
VIJAYAWADA TOWN",DRAIN,"ANDHRA
PRADESH",25,25,1.5,5.1,6.9,7.9,1892,2392,8.0,14.2,4.12,,5.96,,3,4569,1100,10462,2,,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
